timestamp,cpu_percent,load_1,load_5,load_15,running_processes,mem_used_mb,mem_total_mb,mem_percent,disk_used,disk_total,disk_percent,uptime_seconds,top_cpu_1,top_cpu_2,top_cpu_3,top_mem_1,top_mem_2,top_mem_3
2026-01-31 15:07:17,10.0,0.02,0.17,0.33,1,1553,3916,39.66,13G,25G,56,10093,ps                 7787  900,python3            7769 31.3,gnome-shell        2117  2.0,gnome-shell        2117 12.0,gnome-text-edit    6800  6.9,nautilus           6698  6.3
2026-01-31 15:07:28,0.0,0.01,0.16,0.32,1,1553,3916,39.66,13G,25G,56,10103,python3            7769  2.4,gnome-shell        2117  2.0,gnome-text-edit    6800  1.5,gnome-shell        2117 12.0,gnome-text-edit    6800  6.9,nautilus           6698  6.3
2026-01-31 15:07:38,4.0,0.01,0.16,0.32,1,1554,3916,39.68,13G,25G,56,10114,gnome-shell        2117  2.0,gnome-text-edit    6800  1.5,python3            7769  1.3,gnome-shell        2117 12.0,gnome-text-edit    6800  6.9,nautilus           6698  6.3
2026-01-31 15:07:51,0.0,0.01,0.15,0.31,1,1557,3916,39.76,13G,25G,56,10126,python3            7844 17.0,gnome-shell        2117  2.0,gnome-text-edit    6800  1.4,gnome-shell        2117 12.0,gnome-text-edit    6800  6.9,nautilus           6698  6.3
2026-01-31 15:08:01,4.8,0.01,0.15,0.31,1,1557,3916,39.76,13G,25G,56,10137,gnome-shell        2117  2.0,gnome-text-edit    6800  1.4,kworker/u10:2-e    7579  1.0,gnome-shell        2117 12.0,gnome-text-edit    6800  6.9,nautilus           6698  6.3
2026-01-31 15:08:11,0.0,0.00,0.14,0.31,1,1558,3916,39.79,13G,25G,56,10147,gnome-shell        2117  2.0,gnome-text-edit    6800  1.4,kworker/u10:2-e    7579  1.0,gnome-shell        2117 12.0,gnome-text-edit    6800  6.9,nautilus           6698  6.3
2026-01-31 15:08:22,4.0,0.00,0.13,0.30,1,1558,3916,39.79,13G,25G,56,10157,gnome-shell        2117  2.0,gnome-text-edit    6800  1.4,kworker/u10:2-e    7579  1.0,gnome-shell        2117 12.0,gnome-text-edit    6800  6.9,nautilus           6698  6.3
2026-01-31 15:08:32,3.7,0.00,0.13,0.30,1,1560,3916,39.84,13G,25G,56,10168,gnome-shell        2117  2.0,gnome-text-edit    6800  1.4,kworker/u10:2-e    7579  1.0,gnome-shell        2117 12.0,gnome-text-edit    6800  6.9,nautilus           6698  6.3
2026-01-31 15:08:43,0.0,0.00,0.12,0.29,1,1560,3916,39.84,13G,25G,56,10178,gnome-shell        2117  2.0,gnome-text-edit    6800  1.4,kworker/u10:2-e    7579  0.9,gnome-shell        2117 12.0,gnome-text-edit    6800  6.9,nautilus           6698  6.3
